StockCode,Description,Revenue,Quantity,NumOrders
22347,PIZZA SLICE DISH,2891.4500000000003,2605,74
22348,TEA BAG PLATE RED RETROSPOT,1014.8499999999999,1249,106
22348,TEA BAG PLATE RED SPOTTY,5496.0199999999995,6866,337
22349,"DOG BOWL , CHASING BALL DESIGN",2537.13,695,118
22349,DOG BOWL CHASING BALL DESIGN,1343.94,362,88
22350,CAT BOWL,2057.7,862,97
22350,ILLUSTRATED CAT BOWL,982.5899999999999,385,70
22352,LUNCH BOX WITH CUTLERY RETROSPOT,6145.049999999999,2554,334
22352,LUNCHBOX WITH CUTLERY RETROSPOT,3214.35,1359,191
22353,LUNCH BOX WITH CUTLERY FAIRY CAKES,3345.15,1369,193
22353,LUNCHBOX WITH CUTLERY FAIRY CAKES,3215.25,1371,154
22354,RETRO SPOT PADDED SEAT CUSHION,1657.65,467,52
22354,RETROSPOT PADDED SEAT CUSHION,3413.7,942,123
22355,"CHARLOTTE BAG , SUKI DESIGN",3233.7,4082,235
22355,CHARLOTTE BAG SUKI DESIGN,5371.15,6735,386
22356,"CHARLOTTE BAG , PINK/WHITE SPOTS",3360.0,4216,262
22356,CHARLOTTE BAG PINK POLKADOT,1039.45,1229,123
22356,CHARLOTTE BAG PINK WITH WHITE SPOTS,3151.2,3952,246
22357,KINGS CHOICE BISCUIT TIN,6779.49,1565,235
22358,KINGS CHOICE TEA CADDY,5198.1,1854,280
22359,GLASS JAR KINGS CHOICE,3177.68,1032,88
22359,"GLASS JAR, KINGS CHOICE SOAP",123.9,42,8
22360,GLASS JAR ENGLISH CONFECTIONERY,3846.0,1416,163
22360,"GLASS JAR, ENGLISH CONFECTIONERY",5.9,2,1
22361,GLASS JAR DAISY FRESH COTTON WOOL,2738.25,999,142
22362,GLASS JAR PEACOCK BATH SALTS,956.9000000000001,326,98
22363,GLASS JAR MARMALADE,810.3000000000001,282,71
22364,GLASS JAR DIGESTIVE BISCUITS,4144.28,1380,132
22365,DOOR MAT RESPECTABLE HOUSE,2479.86,358,104
22365,DOORMAT RESPECTABLE HOUSE,6588.35,1157,127
22366,DOOR MAT AIRMAIL,2988.53,427,114
22366,DOORMAT AIRMAIL,7181.86,1238,169
22367,CHILDRENS APRON SPACEBOY DESIGN,3676.5,1978,281
22367,CHILDS APRON SPACEBOY DESIGN,4174.35,2247,289
22371,AIRLINE BAG VINTAGE TOKYO 78,3583.1,718,270
22372,AIRLINE BAG VINTAGE WORLD CHAMPION,1644.25,311,132
22374,AIRLINE BAG VINTAGE JET SET RED,2450.0,460,191
22375,AIRLINE BAG VINTAGE JET SET BROWN,1178.95,233,103
22376,AIRLINE BAG VINTAGE JET SET WHITE,1365.6499999999999,266,114
22377,BOTTLE BAG RETROSPOT,4230.4,2174,183
22378,WALL TIDY RETROSPOT,2802.2,1382,188
22379,RECYCLING BAG RETROSPOT,16417.85,8411,619
22380,TOY TIDY SPACEBOY,6809.15,3517,360
22381,TOY TIDY PINK POLKADOT,2690.0,1385,99
22381,TOY TIDY PINK RETROSPOT,8393.1,4279,410
22382,LUNCH BAG SPACEBOY DESIGN,14524.4,9088,909
22382,LUNCHBAG SPACEBOY DESIGN,1022.6,644,45
22383,LUNCH BAG SUKI  DESIGN,19221.15,12111,954
22383,LUNCHBAG SUKI  DESIGN,648.25,405,32
22384,LUNCH BAG PINK POLKADOT,2210.6,1364,184
22384,LUNCH BAG PINK POLKADOTS,16.5,10,1
22384,LUNCH BAG PINK RETROSPOT,13893.7,8738,730
22384,LUNCHBAG PINK RETROSPOT,176.54999999999998,107,13
22385,JUMBO BAG SPACEBOY DESIGN,14761.65,8307,506
22386,JUMBO BAG PINK POLKADOT,6671.7,3766,205
22386,JUMBO BAG PINK WITH WHITE SPOTS,24450.6,13766,712
22389,PAPERWEIGHT SAVE THE PLANET,593.8499999999999,307,46
22390,PAPERWEIGHT CHILDHOOD MEMORIES,987.9,542,44
22391,PAPERWEIGHT HOME SWEET HOME,359.25,159,32
22393,PAPERWEIGHT VINTAGE COLLAGE,676.9499999999999,315,40
22394,PAPERWEIGHT KINGS CHOICE,308.54999999999995,177,31
22395,PAPERWEIGHT VINTAGE PAISLEY,183.6,80,18
22396,MAGNETS PACK OF 4 RETRO PHOTO,790.4300000000001,667,54
22398,MAGNETS PACK OF 4 SWALLOWS,2141.91,1719,173
22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,3409.94,2914,172
22400,MAGNETS PACK OF 4 HOME SWEET HOME,1327.94,1066,82
22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,1972.0900000000001,1709,96
22403,MAGNETS PACK OF 4 VINTAGE LABELS,487.72,392,78
22405,MONEY BOX POCKET MONEY DESIGN,1540.36,1256,141
22405,TIN CAN POCKET MONEY DESIGN,30.0,24,2
22406,MONEY BOX KINGS CHOICE DESIGN,2629.64,2080,110
22406,TIN CAN KINGS CHOICE DESIGN,45.0,36,3
22407,MONEY BOX FIRST ADE DESIGN,399.26,334,42
22408,MONEY BOX CONFECTIONERY DESIGN,601.1,490,54
22408,TIN CAN CONFECTIONERY DESIGN,15.0,12,1
22409,MONEY BOX BISCUITS DESIGN,1872.8999999999999,1398,76
22409,TIN CAN BISCUITS DESIGN,60.0,48,4
22410,MONEY BOX HOUSEKEEPING DESIGN,1339.85,1081,122
22410,TIN CAN HOUSEKEEPING DESIGN,30.0,24,2
22411,JUMBO SHOPPER VINTAGE RED PAISLEY,25542.15,14137,921
22412,METAL SIGN NEIGHBOURHOOD WITCH,2889.0000000000005,1415,197
22413,METAL SIGN TAKE IT OR LEAVE IT,8375.02,3178,424
22414,DOOR MAT NEIGHBOURHOOD WITCH,565.89,79,35
22414,DOORMAT NEIGHBOURHOOD WITCH,4087.4900000000002,793,59
22415,WHITE TISSUE REAM,2440.65,307,197
22416,36 DOILIES SPACEBOY DESIGN,993.4499999999999,705,52
22416,SET OF 36 DOILIES SPACEBOY DESIGN,535.25,389,40
22417,PACK OF 60 SPACEBOY CAKE CASES,6412.8,12936,513
22418,10 COLOUR SPACEBOY PEN,5000.429999999999,6015,247
22418,"PEN, 10 COLOURS - SPACEBOY",20.4,24,1
22419,LIPSTICK PEN RED,1168.08,2956,136
22420,LIPSTICK PEN BABY PINK,258.96,620,65
22421,LIPSTICK PEN FUSCHIA,764.46,1879,124
22422,TOOTHPASTE TUBE PEN,702.5500000000001,1127,80
22423,REGENCY CAKESTAND 3 TIER,143727.6,12489,1687
22424,ENAMEL BREAD BIN CREAM,7432.5,614,243
22425,ENAMEL COLANDER CREAM,1305.5,266,104
22425,ENAMEL COLLANDER CREAM,527.25,115,21
22426,ENAMEL WASH BOWL CREAM,1890.25,535,134
22427,ENAMEL FLOWER JUG CREAM,6192.900000000001,1072,273
22428,ENAMEL FIRE BUCKET CREAM,1507.3,218,74
22429,ENAMEL MEASURING JUG CREAM,4108.5,1002,223
22430,ENAMEL WATERING CAN CREAM,3334.19,757,148
22431,WATERING CAN BLUE ELEPHANT,2384.4,1232,226
22432,WATERING CAN GREEN DINOSAUR,93.6,48,6
22432,WATERING CAN PINK BUNNY,3055.1699999999996,1715,194
22433,WATERING CAN GREEN DINOSAUR,2283.99,1303,161
22433,WATERING CAN PINK BUNNY,105.3,54,5
22434,BALLOON PUMP WITH 10 BALLOONS,3205.0499999999997,1779,155
22435,SET OF 9 HEART SHAPED BALLOONS,2643.5,2130,242
22436,12 COLOURED PARTY BALLOONS,1309.4,2116,121
22437,SET OF 9 BLACK SKULL BALLOONS,2973.35,3651,190
22438,BALLOON ART MAKE YOUR OWN FLOWERS,872.25,455,68
22439,6 ROCKET BALLOONS,1299.3500000000001,1999,157
22440,BALLOON WATER BOMB PACK OF 35,1006.9200000000001,2486,126
22441,GROW YOUR OWN BASIL IN ENAMEL MUG,3299.4,1594,236
22442,GROW YOUR OWN FLOWERS SET OF 3,3547.41,575,96
22443,GROW YOUR OWN HERBS SET OF 3,3824.4900000000002,507,166
22444,GROW YOUR OWN PLANT IN A CAN,10324.06,8438,302
22445,PENCIL CASE GINGHAM FOREST,106.20000000000002,36,4
22445,PENCIL CASE LIFE IS BEAUTIFUL,2022.7500000000002,693,121
22446,PIN CUSHION BABUSHKA PINK,204.35000000000002,61,21
22446,PIN CUSHION RUSSIAN DOLL PINK,381.90000000000003,114,26
22447,PIN CUSHION BABUSHKA BLUE,140.70000000000002,42,13
22447,PIN CUSHION RUSSIAN DOLL BLUE,214.4,64,19
22448,PIN CUSHION BABUSHKA RED,515.9,154,37
22448,PIN CUSHION RUSSIAN DOLL RED,1220.55,393,34
22449,SILK PURSE BABUSHKA PINK,1373.5,410,81
22449,SILK PURSE RUSSIAN DOLL PINK,1449.45,447,77
22450,SILK PURSE BABUSHKA BLUE,941.35,281,60
22450,SILK PURSE RUSSIAN DOLL BLUE,1218.8500000000001,371,65
22451,SILK PURSE BABUSHKA RED,1691.2,512,92
22451,SILK PURSE RUSSIAN DOLL RED,1854.25,575,80
22452,MEASURING TAPE BABUSHKA PINK,1216.75,437,63
22452,MEASURING TAPE RUSSIAN DOLL PINK,448.4000000000001,152,41
22453,MEASURING TAPE BABUSHKA BLUE,879.95,317,41
22453,MEASURING TAPE RUSSIAN DOLL BLUE,300.90000000000003,102,27
22454,MEASURING TAPE BABUSHKA RED,1612.8000000000002,576,77
22454,MEASURING TAPE RUSSIAN DOLL RED,1755.05,647,57
22456,NATURAL SLATE CHALKBOARD LARGE,10957.41,2595,298
22457,NATURAL SLATE HEART CHALKBOARD,16866.95,5997,700
22458,CAST IRON HOOK GARDEN FORK,2238.38,986,141
22459,CAST IRON HOOK GARDEN TROWEL,2212.43,973,137
22460,EMBOSSED GLASS TEALIGHT HOLDER,2359.25,1933,130
22461,SAVOY ART DECO CLOCK,2001.3,166,87
22464,HANGING METAL HEART LANTERN,6844.799999999999,4272,374
22465,HANGING METAL STAR LANTERN,4006.9499999999994,2475,235
22466,FAIRY TALE COTTAGE NIGHTLIGHT,4852.349999999999,2721,167
22467,GUMBALL COAT RACK,9343.68,4114,380
22468,BABUSHKA LIGHTS STRING OF 10,7447.0,1200,234
22469,HEART OF WICKER SMALL,16765.91,10391,874
22470,HEART OF WICKER LARGE,23551.18,8246,997
22471,TV DINNER TRAY AIR HOSTESS,979.0500000000001,205,65
22472,"TRAY FOR TV DINNER , DOLLY GIRL",29.700000000000003,6,1
22472,TV DINNER TRAY DOLLY GIRL,3420.1000000000004,767,126
22473,TV DINNER TRAY VINTAGE PAISLEY,1425.2,312,93
22474,SPACEBOY TV DINNER TRAY,2929.0,652,112
22474,"TRAY FOR TV DINNER ,SPACEBOY",29.700000000000003,6,1
22475,SKULL DESIGN TV DINNER TRAY,1866.5500000000002,417,95
22476,EMPIRE UNION JACK TV DINNER TRAY,1988.1000000000001,422,115
22477,WATERING CAN GARDEN MARKER,1220.6,978,116
22478,BIRDHOUSE GARDEN MARKER,1411.25,1129,141
22479,DAISY GARDEN MARKER,944.35,757,101
22480,RED TEA TOWEL CLASSIC DESIGN,2059.54,1706,190
22481,BLACK TEA TOWEL CLASSIC DESIGN,558.75,447,85
22482,BLUE TEA TOWEL CLASSIC DESIGN,2161.07,1831,163
22483,RED GINGHAM TEDDY BEAR,3086.1000000000004,1102,174
22485,SET OF 2 WOODEN MARKET CRATES,6595.349999999999,541,179
22486,PLASMATRONIC LAMP,435.45,35,16
22487,WHITE WOOD GARDEN PLANT LADDER,7561.9,804,433
22488,NATURAL SLATE RECTANGLE CHALKBOARD,5716.349999999999,3583,351
22489,PACK OF 12 TRADITIONAL CRAYONS,3189.48,7906,299
22491,PACK OF 12 COLOURED PENCILS,2805.0699999999997,3535,165
22492,MINI PAINT SET VINTAGE,11034.45,17473,306
22492,MINI PAINT SET VINTAGE  BOY+ GIRL,714.6,1188,17
22493,PAINT YOUR OWN CANVAS SET,3470.7,2214,179
22494,EMERGENCY FIRST AID TIN,2106.76,1700,184
22495,SET OF 2 ROUND TINS CAMEMBERT,1845.5000000000002,650,126
22496,SET OF 2 ROUND TINS DUTCH CHEESE,1319.3500000000001,457,106
22497,SET OF 2 TINS VINTAGE BATHROOM,2797.5,670,150
22498,WOODEN REGATTA BUNTING,4353.8,764,199
22499,WOODEN UNION JACK BUNTING,8381.95,1441,341
22500,SET OF 2 TINS JARDIN DE PROVENCE,1596.9,326,96
22501,PICNIC BASKET WICKER LARGE,8084.799999999999,872,246
22502,PICNIC BASKET WICKER SMALL,7625.05,1635,348
22503,CABIN BAG VINTAGE PAISLEY,1347.6,48,21
22504,CABIN BAG VINTAGE RETROSPOT,3204.15,117,40
22505,MEMO BOARD COTTAGE DESIGN,10486.75,2279,407
22507,MEMO BOARD RETROSPOT  DESIGN,11574.300000000001,2650,397
22508,DOORSTOP RETROSPOT HEART,4499.04,1220,352
22509,SEWING BOX RETROSPOT DESIGN,2793.2999999999997,174,94
22510,DOORSTOP RUSSIAN DOLL GINGHAM,142.5,38,22
22510,GINGHAM BABUSHKA DOORSTOP,252.99,69,21
22511,DOORSTOP RUSSIAN DOLL RETROSPOT,363.48,100,34
22511,RETROSPOT BABUSHKA DOORSTOP,187.5,50,21
22512,DOORSTOP RACING CAR DESIGN,655.98,258,31
22513,DOORSTOP FOOTBALL DESIGN,1285.98,426,93
22514,CHILDS GARDEN SPADE BLUE,1462.68,772,121
22515,CHILDS GARDEN SPADE PINK,1432.38,759,104
22516,CHILDS GARDEN RAKE BLUE,1144.68,617,86
22517,CHILDS GARDEN RAKE PINK,1091.2800000000002,593,71
22518,CHILDS GARDEN BRUSH BLUE,1870.9800000000002,980,147
22519,CHILDS GARDEN BRUSH PINK,1839.1800000000003,962,140
22520,CHILDS GARDEN TROWEL BLUE,1240.84,1480,222
22521,CHILDS GARDEN TROWEL PINK,1338.87,1599,231
22522,CHILDS GARDEN FORK BLUE,1057.24,1264,187
22523,CHILDS GARDEN FORK PINK,1067.72,1280,196
22524,CHILDRENS GARDEN GLOVES BLUE,1438.16,1156,171
22525,CHILDRENS GARDEN GLOVES PINK,1608.6,1296,192
22526,WHEELBARROW FOR CHILDREN,4727.219999999999,406,120
22528,GARDENERS KNEELING PAD,6329.83,5363,449
22529,MAGIC DRAWING SLATE GO TO THE FAIR,599.0400000000001,1512,80
22529,MAGIC SLATE GO TO THE FAIR,40.32,96,2
22530,MAGIC DRAWING SLATE DOLLY GIRL,2424.42,6117,200
22530,MAGIC SLATE DOLLY GIRL,80.64,192,4
22531,MAGIC DRAWING SLATE CIRCUS PARADE,1766.16,4356,181
22531,MAGIC SLATE CIRCUS PARADE,80.64,192,4
22532,MAGIC DRAWING SLATE LEAP FROG,704.82,1733,93
22532,MAGIC SLATE LEAP FROG,40.32,96,2
22533,MAGIC DRAWING SLATE BAKE A CAKE,1153.44,2808,127
22533,MAGIC SLATE BAKE A CAKE,20.16,48,1
22534,MAGIC DRAWING SLATE SPACEBOY,3194.1600000000003,7900,270
22534,MAGIC SLATE SPACEBOY,120.96000000000001,288,6
22535,MAGIC DRAWING SLATE BUNNIES,960.96,2288,144
22535,MAGIC SLATE BUNNIES AT HOME,120.96000000000001,288,6
22536,MAGIC DRAWING SLATE FIDO,151.2,360,8
22536,MAGIC DRAWING SLATE PURDEY,1868.58,4717,179
22536,MAGIC SLATE FIDO,120.96000000000001,288,6
22537,MAGIC DRAWING SLATE DINOSAUR,1495.44,3780,153
22537,MAGIC SLATE DINOSAUR,60.480000000000004,144,3
22538,MINI JIGSAW GO TO THE FAIR,429.66,1023,36
22539,MINI JIGSAW DOLLY GIRL,1132.08,2764,88
22540,MINI JIGSAW CIRCUS PARADE,1471.68,3732,91
22541,MINI JIGSAW LEAP FROG,290.94,727,19
22543,MINI JIGSAW BAKE A CAKE,747.06,1813,51
22544,MINI JIGSAW SPACEBOY,2048.34,4949,144
22545,MINI JIGSAW BUNNIES,776.04,1858,77
22545,MINI JIGSAW BUNNIES AT HOME,181.44,432,9
22546,MINI JIGSAW FIDO,282.24,672,10
22546,MINI JIGSAW PURDEY,657.78,1573,66
22547,MINI JIGSAW DINOSAUR,493.5,1175,62
22548,HEADS AND TAILS SPORTING FUN,1838.89,1493,210
22549,PICTURE DOMINOES,4776.799999999999,3368,311
22550,HOLIDAY FUN LUDO,3118.29,835,176
22551,PLASTERS IN TIN SPACEBOY,11533.199999999999,7256,611
22553,PLASTERS IN TIN SKULLS,5772.599999999999,3548,493
22554,PLASTERS IN TIN WOODLAND ANIMALS,9205.499999999998,5742,533
22555,PLASTERS IN TIN MR STRONG,357.0,228,11
22555,PLASTERS IN TIN STRONGMAN,8761.5,5502,427
22556,PLASTERS IN TIN CIRCUS PARADE,11658.449999999999,7345,602
22557,PLASTERS IN TIN VINTAGE PAISLEY,8642.449999999999,5481,541
22558,CLOTHES PEGS RETROSPOT PACK 24,6477.38,5446,404
22559,SEASIDE FLYING DISC,869.33,721,77
22559,SEASIDE FRISBEE,360.51,303,21
22560,TRADITIONAL MODELLING CLAY,7955.17,6749,335
22561,WOODEN SCHOOL COLOURING SET,9006.15,5595,456
22562,MONSTERS STENCIL CRAFT,2922.62,2574,181
22563,HAPPY STENCIL CRAFT,3564.3,3122,240
22564,ALPHABET STENCIL CRAFT,2196.57,1905,156
22565,FELTCRAFT HAIRBANDS PINK + WHITE,61.199999999999996,72,6
22565,FELTCRAFT HAIRBANDS PINK AND WHITE,869.53,1045,113
22566,FELTCRAFT HAIRBAND PINK AND PURPLE,1497.1699999999998,1877,134
22566,"FELTCRAFT HAIRBAND S/2, PINK/PURPLE",81.6,96,8
22567,20 DOLLY PEGS RETROSPOT,3769.63,3221,260
22568,FELTCRAFT CUSHION OWL,8057.91,2225,389
22569,FELTCRAFT CUSHION BUTTERFLY,9901.2,2848,416
22570,FELTCRAFT CUSHION RABBIT,9182.85,2563,388
22571,ROCKING HORSE RED CHRISTMAS,2710.5299999999997,3321,217
22572,ROCKING HORSE GREEN CHRISTMAS,1655.72,2036,150
22573,STAR WOODEN CHRISTMAS DECORATION,1837.9299999999998,2221,150
22574,HEART WOODEN CHRISTMAS DECORATION,2353.0299999999997,2827,164
22575,METAL MERRY CHRISTMAS WREATH,4265.099999999999,2238,230
22576,SWALLOW WOODEN CHRISTMAS DECORATION,1419.19,1699,129
22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,2816.0499999999997,3313,279
22577,WOODEN HEART CHRISTMAS SCANDISPOT,30.599999999999998,36,1
22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,2252.5,2650,241
22578,WOODEN STAR CHRISTMAS SCANDISPOT,61.199999999999996,72,2
22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,1600.55,1883,194
22579,WOODEN TREE CHRISTMAS SCANDISPOT,81.6,96,3
22580,ADVENT CALENDAR GINGHAM SACK,5616.0,960,228
22581,WOOD STOCKING CHRISTMAS SCANDISPOT,1623.31,1963,174
22582,PACK OF 6 SWEETIE GIFT BOXES,3564.2999999999997,1444,181
22583,PACK OF 6 HANDBAG GIFT BOXES,3132.1499999999996,1245,211
22584,PACK OF 6 PANNETONE GIFT BOXES,6860.099999999999,2824,366
22585,PACK OF 6 BIRDY GIFT TAGS,13662.68,11455,664
22586,FELTCRAFT HAIRBAND PINK AND BLUE,1008.93,1209,124
22587,FELTCRAFT HAIRBAND RED AND BLUE,839.78,1010,128
22587,"FELTCRAFT HAIRBAND, S/2, RED/BLUE",154.67999999999998,204,6
22588,CARD HOLDER GINGHAM HEART,4909.2,1976,269
22588,CARDHOLDER GINGHAM HEART,216.90000000000003,102,2
22589,CARDHOLDER GINGHAM STAR,2386.95,953,145
22591,CARDHOLDER GINGHAM CHRISTMAS TREE,2233.5,914,112
22592,CARDHOLDER HOLLY WREATH METAL,4908.27,1325,167
22593,CHRISTMAS GINGHAM STAR,2746.27,3319,184
22594,CHRISTMAS GINGHAM TREE,2328.1099999999997,2783,174
22595,CHRISTMAS GINGHAM HEART,4894.929999999999,6001,298
22596,CHRISTMAS STAR WISH LIST CHALKBOARD,2318.72,2816,168
22597,CHRISTMAS MUSICAL ZINC HEART,1322.49,1677,91
22598,CHRISTMAS MUSICAL ZINC TREE,595.8,756,44
22599,CHRISTMAS MUSICAL ZINC STAR,859.28,1088,63
22600,CHRISTMAS RETROSPOT STAR WOOD,2549.3199999999997,3124,209
22601,CHRISTMAS RETROSPOT ANGEL WOOD,2299.1499999999996,2815,192
22602,CHRISTMAS RETROSPOT HEART WOOD,3375.4199999999996,4206,239
22603,CHRISTMAS RETROSPOT TREE WOOD,2205.0699999999997,2719,185
22604,SET OF 4 NAPKIN CHARM CUTLERY,45.9,18,3
22604,SET OF 4 NAPKIN CHARMS CUTLERY,1869.75,753,115
22605,WOODEN CROQUET GARDEN SET,11434.58,1014,312
22606,WOODEN SKITTLES GARDEN SET,9449.789999999999,721,207
22607,WOODEN ROUNDERS GARDEN SET,9506.68,1150,346
22608,PENS ASSORTED FUNKY JEWELED,428.4,504,14
22609,PENS ASSORTED SPACEBALL,1014.9,1194,34
22610,PENS ASSORTED FUNNY FACE,2481.8399999999997,3096,53
22611,VINTAGE UNION JACK SHOPPING BAG,3210.75,677,145
22612,TEA COSY VINTAGE UNION JACK,3885.93,988,96
22613,PACK OF 20 SPACEBOY NAPKINS,1159.75,1483,114
22614,PACK OF 12 SPACEBOY TISSUES,755.0899999999999,2617,133
22615,PACK OF 12 CIRCUS PARADE TISSUES,508.00999999999993,1765,71
22616,PACK OF 12 LONDON TISSUES,3531.0599999999995,12698,272
22617,BAKING SET SPACEBOY DESIGN,10099.470000000001,2145,474
22618,COOKING SET RETROSPOT,6207.08,652,211
22619,SET OF 6 SOLDIER SKITTLES,5887.05,1615,252
22620,4 TRADITIONAL SPINNING TOPS,3964.6,3196,304
22621,TRADITIONAL KNITTING NANCY,3522.25,2497,213
22622,BOX OF VINTAGE ALPHABET BLOCKS,16676.0,1822,298
22623,BOX OF VINTAGE JIGSAW BLOCKS,6287.950000000001,1313,293
22624,IVORY KITCHEN SCALES,10090.35,1225,468
22625,RED KITCHEN SCALES,7896.5,962,354
22626,BLACK KITCHEN SCALES,2680.9,324,135
22627,MINT KITCHEN SCALES,5883.7,715,264
22628,PICNIC BOXES SET OF 3 RETROSPOT,3443.9500000000003,741,132
22629,SPACEBOY LUNCH BOX,12130.65,6723,425
22630,DOLLY GIRL LUNCH BOX,11282.85,6335,404
22631,CIRCUS PARADE LUNCH BOX,4762.8,2544,219
22631,CIRCUS PARADE LUNCHBOX,1.95,1,1
22632,HAND WARMER RED POLKA DOT,4876.2,2592,46
22632,HAND WARMER RED RETROSPOT,8204.1,4021,389
22633,HAND WARMER UNION JACK,9194.400000000001,4564,428
22634,CHILDS BREAKFAST SET SPACEBOY,8646.35,928,276
22635,CHILDS BREAKFAST SET DOLLY GIRL,9013.5,970,287
22636,CHILDS BREAKFAST SET CIRCUS PARADE,8384.78,1039,291
22637,PIGGY BANK RETROSPOT,4377.0,1780,253
22638,SET OF 4 NAPKIN CHARMS CROWNS,268.65,111,25
22639,SET OF 4 NAPKIN CHARMS HEARTS,2096.4,856,127
22640,SET OF 4 NAPKIN CHARMS 3 KEYS,293.25,115,30
22641,SET OF 4 NAPKIN CHARMS INSTRUMENT,355.34999999999997,145,28
22641,SET OF 4 NAPKIN CHARMS INSTUMENT,30.599999999999998,12,2
22642,SET OF 4 NAPKIN CHARMS STARS,1731.75,713,89
22643,SET OF 4 NAPKIN CHARMS LEAVES,561.9,226,47
22644,CERAMIC CHERRY CAKE MONEY BANK,3950.2,2722,291
22645,CERAMIC HEART CAKE MONEY BANK,159.6,120,5
22645,CERAMIC HEART FAIRY CAKE MONEY BANK,4237.099999999999,2990,332
22646,CERAMIC STRAWBERRY CAKE MONEY BANK,6862.75,4915,437
22647,CERAMIC LOVE HEART MONEY BANK,436.65,321,32
22649,STRAWBERRY CAKE TEAPOT,79.2,16,4
22649,STRAWBERRY FAIRY CAKE TEAPOT,7018.25,1471,255
22650,CERAMIC PIRATE CHEST MONEY BANK,1351.55,947,122
22651,GENTLEMAN SHIRT REPAIR KIT,793.01,977,63
22652,TRAVEL SEWING KIT,7432.15,4707,345
22653,BUTTON BOX,2219.5499999999997,1169,122
22654,DELUXE SEWING KIT,6185.700000000001,1086,232
22655,VINTAGE RED KITCHEN CABINET,4720.0,16,15
22656,VINTAGE BLUE KITCHEN CABINET,5605.0,19,17
22657,HEN & 2 CHICKS IN BASKET,50.15,59,7
22659,LUNCH BOX I LOVE LONDON,8743.199999999999,4940,292
22659,LUNCHBOX I LOVE LONDON,1.95,1,1
22660,DOORMAT I LOVE LONDON,3027.04,510,84
22661,CHARLOTTE BAG DOLLY GIRL DESIGN,2420.1,3046,201
22662,LUNCH BAG DOLLY GIRL DESIGN,5106.2,3268,287
22663,JUMBO BAG DOLLY GIRL DESIGN,4239.45,2291,215
22664,TOY TIDY DOLLY GIRL DESIGN,1310.9,669,79
22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,3892.3500000000004,1365,287
22666,RECIPE BOX PANTRY YELLOW DESIGN,6897.900000000001,2418,481
22667,RECIPE BOX RETRO SPOT DESIGN,2674.0000000000005,952,175
22667,RECIPE BOX RETROSPOT,3230.1000000000004,1134,234
22668,PINK BABY BUNTING,3821.2,1336,177
22669,RED BABY BUNTING,3370.85,1163,174
22670,FRENCH WC SIGN BLUE METAL,3011.12,2584,113
22671,FRENCH LAUNDRY SIGN BLUE METAL,1180.35,727,91
22672,FRENCH BATHROOM SIGN BLUE METAL,2179.7999999999997,1356,143
22673,FRENCH GARDEN SIGN BLUE METAL,651.76,536,60
22674,FRENCH TOILET SIGN BLUE METAL,1229.77,1013,102
22675,FRENCH KITCHEN SIGN BLUE METAL,1179.77,973,103
22676,FRENCH BLUE METAL DOOR SIGN 1,115.0,92,18
22676,"FRENCH BLUE METAL DOOR SIGN, 1",700.0,560,67
22677,FRENCH BLUE METAL DOOR SIGN 2,85.0,68,11
22677,"FRENCH BLUE METAL DOOR SIGN, 2",616.25,493,65
22678,FRENCH BLUE METAL DOOR SIGN 3,66.25,53,13
22678,"FRENCH BLUE METAL DOOR SIGN, 3",607.5,486,59
22679,FRENCH BLUE METAL DOOR SIGN 4,62.5,50,12
22679,"FRENCH BLUE METAL DOOR SIGN, 4",573.75,459,54
22680,FRENCH BLUE METAL DOOR SIGN 5,67.5,54,9
22680,"FRENCH BLUE METAL DOOR SIGN, 5",581.25,465,56
22681,FRENCH BLUE METAL DOOR SIGN 6,32.5,26,6
22681,"FRENCH BLUE METAL DOOR SIGN, 6",525.0,420,46
22682,FRENCH BLUE METAL DOOR SIGN 7,50.0,40,6
22682,"FRENCH BLUE METAL DOOR SIGN, 7",547.5,438,53
22683,FRENCH BLUE METAL DOOR SIGN 8,31.25,25,4
22683,"FRENCH BLUE METAL DOOR SIGN, 8",558.75,447,54
22684,FRENCH BLUE METAL DOOR SIGN 9,37.5,30,8
22684,"FRENCH BLUE METAL DOOR SIGN, 9",552.5,442,49
22685,FRENCH BLUE METAL DOOR SIGN 0,32.5,26,5
22685,"FRENCH BLUE METAL DOOR SIGN, 0",575.0,460,53
22686,FRENCH BLUE METAL DOOR SIGN NO,65.0,52,10
22686,"FRENCH BLUE METAL DOOR SIGN, NO",421.25,337,35
22687,DOORMAT CHRISTMAS VILLAGE,1975.23,269,78
22688,DOORMAT PEACE ON EARTH BLUE,1423.22,190,64
22689,DOORMAT MERRY CHRISTMAS RED,2847.1,392,100
22690,DOORMAT HOME SWEET HOME BLUE,5781.13,913,146
22691,DOORMAT WELCOME SUNRISE,2349.52,376,88
22692,DOORMAT WELCOME TO OUR HOME,3652.23,559,122
22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,1602.78,1326,43
22694,WICKER STAR,6148.200000000001,2992,449
22695,WICKER WREATH SMALL,1023.3499999999999,719,96
